        _
  _ __ | |__   ___  _ __   ___   _ __  _   _
 | '_ \| '_ \ / _ \| '_ \ / _ \ | '_ \| | | |
 | |_) | | | | (_) | | | | (_) || |_) | |_| |
 | .__/|_| |_|\___/|_| |_|\___(_) .__/ \__, |
 |_|                            |_|    |___/
                                     1.10.10

Python version 2.7.12
Spglib version 1.9.2
Mesh sampling mode
Settings:
  Sampling mesh: [9 9 4]
  Supercell: [2 2 2]
Spacegroup: Cmcm (63)
Computing force constants...
Number of irreducible q-points on sampling mesh: 50/324
Calculating thermal properties...
#      T [K]      F [kJ/mol]    S [J/K/mol]  C_v [J/K/mol]     E [kJ/mol]
       0.000      19.7099831      0.0000000      0.0000000     19.7099831
      10.000      19.7099632      0.0131445      0.0651515     19.7100946
      20.000      19.7090934      0.2052030      0.6512894     19.7131975
      30.000      19.7050302      0.6413641      1.5883287     19.7242711
      40.000      19.6957439      1.2357050      2.5959680     19.7451721
      50.000      19.6800031      1.9250339      3.6240477     19.7762548
      60.000      19.6570309      2.6785839      4.6805315     19.8177459
      70.000      19.6262644      3.4825487      5.7906757     19.8700428
      80.000      19.5872258      4.3329387      6.9911693     19.9338609
      90.000      19.5394452      5.2315397      8.3163924     20.0102838
     100.000      19.4824204      6.1825106      9.7857520     20.1006714
     110.000      19.4156072      7.1897616     11.3991772     20.2064809
     120.000      19.3384302      8.2554145     13.1397248     20.3290800
     130.000      19.2503047      9.3792455     14.9794666     20.4696066
     140.000      19.1506594     10.5587939     16.8855828     20.6288905
     150.000      19.0389571     11.7898150     18.8251329     20.8074293
     160.000      18.9147097     13.0668407     20.7681335     21.0054042
     170.000      18.7774874     14.3837103     22.6891566     21.2227182
     180.000      18.6269240     15.7340091     24.5678577     21.4590457
     190.000      18.4627170     17.1113969     26.3888265     21.7138824
     200.000      18.2846260     18.5098336     28.1410717     21.9865927
     210.000      18.0924689     19.9237209     29.8173485     22.2764503
     220.000      17.8861171     21.3479779     31.4134625     22.5826722
     230.000      17.6654899     22.7780704     32.9276191     22.9044461
     240.000      17.4305496     24.2100076     34.3598559     23.2409514
     250.000      17.1812953     25.6403179     35.7115660     23.5913747
     260.000      16.9177586     27.0660132     36.9851104     23.9549221
     270.000      16.6399989     28.4845463     38.1835110     24.3308264
     280.000      16.3480988     29.8937660     39.3102116     24.7183533
     290.000      16.0421607     31.2918732     40.3688960     25.1168039
     300.000      15.7223034     32.6773791     41.3633515     25.5255171
