        _
  _ __ | |__   ___  _ __   ___   _ __  _   _
 | '_ \| '_ \ / _ \| '_ \ / _ \ | '_ \| | | |
 | |_) | | | | (_) | | | | (_) || |_) | |_| |
 | .__/|_| |_|\___/|_| |_|\___(_) .__/ \__, |
 |_|                            |_|    |___/
                                     1.10.10

Python version 2.7.12
Spglib version 1.9.2
Mesh sampling mode
Settings:
  Sampling mesh: [9 9 4]
  Supercell: [2 2 2]
Spacegroup: Cmcm (63)
Computing force constants...
Number of irreducible q-points on sampling mesh: 50/324
Calculating thermal properties...
#      T [K]      F [kJ/mol]    S [J/K/mol]  C_v [J/K/mol]     E [kJ/mol]
       0.000      59.1332350      0.0000000      0.0000000     59.1332350
      10.000      59.1331957      0.0167745      0.0480329     59.1333634
      20.000      59.1326770      0.0970588      0.2162020     59.1346182
      30.000      59.1311013      0.2237428      0.4277797     59.1378136
      40.000      59.1281013      0.3814988      0.6971883     59.1433613
      50.000      59.1233468      0.5768759      1.0957420     59.1521906
      60.000      59.1163876      0.8250195      1.6767807     59.1658888
      70.000      59.1066245      1.1395497      2.4568844     59.1863930
      80.000      59.0933469      1.5288134      3.4241741     59.2156520
      90.000      59.0757886      1.9958258      4.5523027     59.2554129
     100.000      59.0531743      2.5395923      5.8111604     59.3071335
     110.000      59.0247525      3.1565997      7.1728771     59.3719784
     120.000      58.9898142      3.8420148      8.6142411     59.4508560
     130.000      58.9477019      4.5905042     10.1170141     59.5444675
     140.000      58.8978117      5.3967320     11.6672718     59.6533542
     150.000      58.8395918      6.2556262     13.2544498     59.7779357
     160.000      58.7725393      7.1624981     14.8704270     59.9185390
     170.000      58.6961962      8.1130735     16.5087719     60.0754187
     180.000      58.6101451      9.1034784     18.1641757     60.2487712
     190.000      58.5140056     10.1302007     19.8320495     60.4387437
     200.000      58.4074307     11.1900462     21.5082562     60.6454400
     210.000      58.2901040     12.2800939     23.1889411     60.8689238
     220.000      58.1617371     13.3976560     24.8704362     61.1092215
     230.000      58.0220675     14.5402430     26.5492135     61.3663234
     240.000      57.8708566     15.7055363     28.2218728     61.6401853
     250.000      57.7078884     16.8913649     29.8851485     61.9307296
     260.000      57.5329677     18.0956882     31.5359275     62.2378466
     270.000      57.3459194     19.3165825     33.1712713     62.5613966
     280.000      57.1465869     20.5522306     34.7884381     62.9012114
     290.000      56.9348313     21.8009140     36.3849014     63.2570964
     300.000      56.7105306     23.0610073     37.9583645     63.6288328
     310.000      56.4735783     24.3309737     39.5067698     64.0161801
     320.000      56.2238830     25.6093610     41.0283024     64.4188786
     330.000      55.9613675     26.8947993     42.5213901     64.8366513
     340.000      55.6859678     28.1859977     43.9846977     65.2692071
     350.000      55.3976324     29.4817424     45.4171193     65.7162423
     360.000      55.0963216     30.7808941     46.8177664     66.1774435
     370.000      54.7820068     32.0823855     48.1859557     66.6524894
     380.000      54.4546695     33.3852192     49.5211937     67.1410528
     390.000      54.1143010     34.6884650     50.8231616     67.6428024
