        _
  _ __ | |__   ___  _ __   ___   _ __  _   _
 | '_ \| '_ \ / _ \| '_ \ / _ \ | '_ \| | | |
 | |_) | | | | (_) | | | | (_) || |_) | |_| |
 | .__/|_| |_|\___/|_| |_|\___(_) .__/ \__, |
 |_|                            |_|    |___/
                                     1.10.10

Python version 2.7.12
Spglib version 1.9.2
Mesh sampling mode
Settings:
  Sampling mesh: [9 9 4]
  Supercell: [2 2 2]
Spacegroup: Cmcm (63)
Computing force constants...
Number of irreducible q-points on sampling mesh: 50/324
Calculating thermal properties...
#      T [K]      F [kJ/mol]    S [J/K/mol]  C_v [J/K/mol]     E [kJ/mol]
       0.000      66.1548077      0.0000000      0.0000000     66.1548077
      10.000      66.1548027      0.0032488      0.0154701     66.1548352
      20.000      66.1546251      0.0379546      0.0992027     66.1553842
      30.000      66.1539612      0.0986013      0.2178477     66.1569192
      40.000      66.1525605      0.1872637      0.4277775     66.1600511
      50.000      66.1500813      0.3161392      0.7608672     66.1658882
      60.000      66.1460752      0.4936749      1.2221978     66.1756957
      70.000      66.1400287      0.7248957      1.8153320     66.1907714
      80.000      66.1313863      1.0133844      2.5447557     66.2124570
      90.000      66.1195610      1.3618239      3.4116016     66.2421252
     100.000      66.1039442      1.7718930      4.4116166     66.2811335
     110.000      66.0839158      2.2441333      5.5353856     66.3307705
     120.000      66.0588562      2.7779440      6.7695469     66.3922095
     130.000      66.0281571      3.3716904      8.0982926     66.4664768
     140.000      65.9912308      4.0228839      9.5048232     66.5544346
     150.000      65.9475183      4.7283930     10.9725804     66.6567772
     160.000      65.8964938      5.4846562     12.4861661     66.7740388
     170.000      65.8376686      6.2878761     14.0319249     66.9066076
     180.000      65.7705926      7.1341825     15.5982215     67.0547455
     190.000      65.6948541      8.0197590     17.1754768     67.2186083
     200.000      65.6100788      8.9409352     18.7560355     67.3982658
     210.000      65.5159283      9.8942462     20.3339328     67.5937200
     220.000      65.4120975     10.8764672     21.9046180     67.8049203
     230.000      65.2983125     11.8846274     23.4646731     68.0317768
