        _
  _ __ | |__   ___  _ __   ___   _ __  _   _
 | '_ \| '_ \ / _ \| '_ \ / _ \ | '_ \| | | |
 | |_) | | | | (_) | | | | (_) || |_) | |_| |
 | .__/|_| |_|\___/|_| |_|\___(_) .__/ \__, |
 |_|                            |_|    |___/
                                     1.10.10

Python version 2.7.12
Spglib version 1.9.2
Mesh sampling mode
Settings:
  Sampling mesh: [9 9 4]
  Supercell: [2 2 2]
Spacegroup: Cmcm (63)
Computing force constants...
Number of irreducible q-points on sampling mesh: 50/324
Calculating thermal properties...
#      T [K]      F [kJ/mol]    S [J/K/mol]  C_v [J/K/mol]     E [kJ/mol]
       0.000      66.3663481      0.0000000      0.0000000     66.3663481
      10.000      66.3661940      0.0577806      0.1218941     66.3667718
      20.000      66.3650205      0.1740772      0.2155461     66.3685020
      30.000      66.3627518      0.2795629      0.3211995     66.3711387
      40.000      66.3593970      0.3944029      0.5000385     66.3751732
      50.000      66.3547823      0.5335598      0.7752167     66.3814603
      60.000      66.3486091      0.7077063      1.1684834     66.3910714
      70.000      66.3404815      0.9258070      1.6988482     66.4052880
      80.000      66.3299216      1.1952515      2.3768804     66.4255417
      90.000      66.3163868      1.5215160      3.2039725     66.4533233
     100.000      66.2992900      1.9080854      4.1741169     66.4900985
     110.000      66.2780184      2.3566045      5.2759433     66.5372449
     120.000      66.2519511      2.8671299      6.4944802     66.5960067
     130.000      66.2204732      3.4384128      7.8126931     66.6674669
     140.000      66.1829878      4.0681844      9.2128415     66.7525336
     150.000      66.1389245      4.7534294     10.6776105     66.8519389
     160.000      66.0877460      5.4906349     12.1909590     66.9662475
     170.000      66.0289513      6.2760066     13.7386612     67.0958724
     180.000      65.9620783      7.1056459     15.3085659     67.2410945
     190.000      65.8867037      7.9756859     16.8906268     67.4020840
     200.000      65.8024424      8.8823906     18.4767702     67.5789205
     210.000      65.7089455      9.8222203     20.0606662     67.7716118
     220.000      65.6058986     10.7918700     21.6374538     67.9801100
     230.000      65.4930189     11.7882865     23.2034601     68.2043248
     240.000      65.3700530     12.8086710     24.7559398     68.4441340
     250.000      65.2367741     13.8504700     26.2928469     68.6993916
     260.000      65.0929800     14.9113612     27.8126458     68.9699339
     270.000      64.9384903     15.9892343     29.3141624     69.2555836
     280.000      64.7731451     17.0821714     30.7964702     69.5561531
     290.000      64.5968025     18.1884272     32.2588078     69.8714464
     300.000      64.4093375     19.3064101     33.7005218     70.2012605
     310.000      64.2106401     20.4346647     35.1210287     70.5453862
     320.000      64.0006144     21.5718569     36.5197932     70.9036086
     330.000      63.7791773     22.7167594     37.8963154     71.2757079
     340.000      63.5462573     23.8682409     39.2501273     71.6614592
     350.000      63.3017940     25.0252550     40.5807921     72.0606333
     360.000      63.0457370     26.1868321     41.8879079     72.4729965
     370.000      62.7780452     27.3520717     43.1711112     72.8983117
     380.000      62.4986861     28.5201364     44.4300822     73.3363380
     390.000      62.2076356     29.6902462     45.6645478     73.7868317
     400.000      61.9048768     30.8616742     46.8742860     74.2495465
     410.000      61.5904000     32.0337424     48.0591275     74.7242344
     420.000      61.2642020     33.2058184     49.2189571     75.2106457
     430.000      60.9262856     34.3773124     50.3537143     75.7085299
     440.000      60.5766595     35.5476747     51.4633924     76.2176364
     450.000      60.2153376     36.7163928     52.5480370     76.7377143
     460.000      59.8423387     37.8829897     53.6077443     77.2685140
     470.000      59.4576863     39.0470218     54.6426579     77.8097866
     480.000      59.0614082     40.2080769     55.6529663     78.3612851
     490.000      58.6535360     41.3657727     56.6388993     78.9227646
     500.000      58.2341051     42.5197552     57.6007244     79.4939827
     510.000      57.8031544     43.6696969     58.5387436     80.0746998
     520.000      57.3607257     44.8152956     59.4532896     80.6646794
     530.000      56.9068639     45.9562729     60.3447220     81.2636885
     540.000      56.4416165     47.0923733     61.2134244     81.8714980
     550.000      55.9650334     48.2233621     62.0598006     82.4878826
     560.000      55.4771670     49.3490251     62.8842717     83.1126210
     570.000      54.9780713     50.4691669     63.6872731     83.7454965
     580.000      54.4678026     51.5836099     64.4692517     84.3862964
     590.000      53.9464187     52.6921936     65.2306636     85.0348129
     600.000      53.4139788     53.7947731     65.9719713     85.6908427
     610.000      52.8705437     54.8912184     66.6936419     86.3541869
     620.000      52.3161753     55.9814135     67.3961450     87.0246516
     630.000      51.7509366     57.0652554     68.0799509     87.7020475
     640.000      51.1748916     58.1426535     68.7455294     88.3861899
     650.000      50.5881052     59.2135286     69.3933477     89.0768989
     660.000      49.9906430     60.2778123     70.0238700     89.7739992
     670.000      49.3825712     61.3354462     70.6375556     90.4773201
     680.000      48.7639564     62.3863812     71.2348585     91.1866957
     690.000      48.1348660     63.4305771     71.8162264     91.9019642
     700.000      47.4953675     64.4680016     72.3821000     92.6229686
     710.000      46.8455286     65.4986301     72.9329122     93.3495560
     720.000      46.1854176     66.5224451     73.4690881     94.0815780
     730.000      45.5151025     67.5394354     73.9910442     94.8188904
     740.000      44.8346516     68.5495963     74.4991880     95.5613529
     750.000      44.1441333     69.5529281     74.9939180     96.3088294
     760.000      43.4436158     70.5494368     75.4756236     97.0611878
     770.000      42.7331673     71.5391330     75.9446844     97.8182997
     780.000      42.0128558     72.5220318     76.4014708     98.5800406
     790.000      41.2827492     73.4981521     76.8463436     99.3462894
     800.000      40.5429153     74.4675170     77.2796539    100.1169289
     810.000      39.7934213     75.4301528     77.7017434    100.8918451
     820.000      39.0343346     76.3860889     78.1129443    101.6709275
     830.000      38.2657218     77.3353578     78.5135795    102.4540688
     840.000      37.4876495     78.2779945     78.9039625    103.2411649
     850.000      36.7001839     79.2140365     79.2843980    104.0321149
     860.000      35.9033906     80.1435233     79.6551813    104.8268207
     870.000      35.0973351     81.0664967     80.0165993    105.6251873
     880.000      34.2820823     81.9830001     80.3689300    106.4271224
     890.000      33.4576965     82.8930786     80.7124429    107.2325365
     900.000      32.6242420     83.7967786     81.0473996    108.0413427
     910.000      31.7817821     84.6941481     81.3740532    108.8534568
     920.000      30.9303799     85.5852359     81.6926492    109.6687969
     930.000      30.0700981     86.4700920     82.0034254    110.4872837
     940.000      29.2009987     87.3487675     82.3066119    111.3088401
     950.000      28.3231432     88.2213139     82.6024319    112.1333914
     960.000      27.4365927     89.0877836     82.8911012    112.9608649
