        _
  _ __ | |__   ___  _ __   ___   _ __  _   _
 | '_ \| '_ \ / _ \| '_ \ / _ \ | '_ \| | | |
 | |_) | | | | (_) | | | | (_) || |_) | |_| |
 | .__/|_| |_|\___/|_| |_|\___(_) .__/ \__, |
 |_|                            |_|    |___/
                                     1.10.10

Python version 2.7.12
Spglib version 1.9.2
Mesh sampling mode
Settings:
  Sampling mesh: [9 9 4]
  Supercell: [2 2 2]
Spacegroup: Cmcm (63)
Computing force constants...
Number of irreducible q-points on sampling mesh: 50/324
Calculating thermal properties...
#      T [K]      F [kJ/mol]    S [J/K/mol]  C_v [J/K/mol]     E [kJ/mol]
       0.000      66.3408803      0.0000000      0.0000000     66.3408803
      10.000      66.3408785      0.0012668      0.0064512     66.3408911
      20.000      66.3408013      0.0171421      0.0487690     66.3411441
      30.000      66.3404775      0.0510948      0.1365035     66.3420104
      40.000      66.3396864      0.1129755      0.3221939     66.3442055
      50.000      66.3380809      0.2157896      0.6320012     66.3488704
      60.000      66.3352064      0.3677660      1.0699831     66.3572724
      70.000      66.3305453      0.5737873      1.6401390     66.3707104
      80.000      66.3235385      0.8374467      2.3478872     66.3905342
      90.000      66.3135948      1.1615570      3.1954606     66.4181349
     100.000      66.3000994      1.5479968      4.1795572     66.4548991
     110.000      66.2824244      1.9975249      5.2913370     66.5021521
     120.000      66.2599399      2.5097318      6.5175773     66.5611077
     130.000      66.2320257      3.0831244      7.8422384     66.6328319
     140.000      66.1980814      3.7152967      9.2480392     66.7182229
     150.000      66.1575341      4.4031442     10.7178095     66.8180058
     160.000      66.1098448      5.1430865     12.2355047     66.9327387
     170.000      66.0545116      5.9312719     13.7868514     67.0628278
     180.000      65.9910717      6.7637514     15.3596636     67.2085470
     190.000      65.9191020      7.6366156     16.9438955     67.3700589
     200.000      65.8382174      8.5460929     18.5315133     67.5474360
     210.000      65.7480700      9.4886165     20.1162593     67.7406795
     220.000      65.6483460     10.4608616     21.6933664     67.9497356
     230.000      65.5387639     11.4597626     23.2592668     68.1745093
     240.000      65.4190713     12.4825141     24.8113214     68.4148747
     250.000      65.2890427     13.5265615     26.3475851     68.6706831
     260.000      65.1484769     14.5895848     27.8666133     68.9417689
     270.000      64.9971948     15.6694793     29.3673094     69.2279542
     280.000      64.8350374     16.7643346     30.8488109     69.5290511
     290.000      64.6618640     17.8724139     32.3104065     69.8448640
     300.000      64.4775504     18.9921349     33.7514796     70.1751908
     310.000      64.2819873     20.1220517     35.1714725     70.5198234
     320.000      64.0750798     21.2608391     36.5698653     70.8785483
     330.000      63.8567451     22.4072787     37.9461656     71.2511470
     340.000      63.6269124     23.5602469     39.2999058     71.6373964
     350.000      63.3855218     24.7187047     40.6306450     72.0370685
     360.000      63.1325233     25.8816888     41.9379729     72.4499312
     370.000      62.8678760     27.0483045     43.2215151     72.8757486
     380.000      62.5915478     28.2177192     44.4809390     73.3142811
     390.000      62.3035148     29.3891570     45.7159580     73.7652861
     400.000      62.0037604     30.5618944     46.9263361     74.2285182
     410.000      61.6922749     31.7352565     48.1118899     74.7037300
     420.000      61.3690553     32.9086131     49.2724910     75.1906728
     430.000      61.0341046     34.0813763     50.4080660     75.6890964
     440.000      60.6874316     35.2529978     51.5185966     76.1987506
     450.000      60.3290502     36.4229663     52.6041174     76.7193850
     460.000      59.9589793     37.5908055     53.6647149     77.2507499
     470.000      59.5772426     38.7560724     54.7005239     77.7925966
     480.000      59.1838678     39.9183552     55.7117253     78.3446783
     490.000      58.7788867     41.0772717     56.6985421     78.9067499
     500.000      58.3623348     42.2324679     57.6612362     79.4785687
     510.000      57.9342509     43.3836162     58.6001047     80.0598952
     520.000      57.4946770     44.5304145     59.5154761     80.6504925
     530.000      57.0436580     45.6725840     60.4077068     81.2501276
     540.000      56.5812416     46.8098689     61.2771776     81.8585708
     550.000      56.1074777     47.9420343     62.1242903     82.4755966
     560.000      55.6224187     49.0688657     62.9494645     83.1009835
