        _
  _ __ | |__   ___  _ __   ___   _ __  _   _
 | '_ \| '_ \ / _ \| '_ \ / _ \ | '_ \| | | |
 | |_) | | | | (_) | | | | (_) || |_) | |_| |
 | .__/|_| |_|\___/|_| |_|\___(_) .__/ \__, |
 |_|                            |_|    |___/
                                     1.10.10

Python version 2.7.12
Spglib version 1.9.2
Mesh sampling mode
Settings:
  Sampling mesh: [9 9 4]
  Supercell: [2 2 2]
Spacegroup: Cmcm (63)
Computing force constants...
Number of irreducible q-points on sampling mesh: 50/324
Calculating thermal properties...
#      T [K]      F [kJ/mol]    S [J/K/mol]  C_v [J/K/mol]     E [kJ/mol]
       0.000      65.9432028      0.0000000      0.0000000     65.9432028
      10.000      65.9431911      0.0056754      0.0175564     65.9432478
      20.000      65.9430283      0.0284052      0.0561269     65.9435964
      30.000      65.9425630      0.0700169      0.1801098     65.9446635
      40.000      65.9414802      0.1552843      0.4492603     65.9476916
      50.000      65.9392705      0.2962748      0.8495934     65.9540842
      60.000      65.9353610      0.4953655      1.3703329     65.9650829
      70.000      65.9291667      0.7534345      2.0159492     65.9819071
      80.000      65.9200911      1.0718599      2.7927523     66.0058399
      90.000      65.9075237      1.4519882      3.7014935     66.0382027
     100.000      65.8908434      1.8944800      4.7365447     66.0802914
     110.000      65.8694272      2.3990242      5.8873723     66.1333198
     120.000      65.8426603      2.9643244      7.1402594     66.1983792
     130.000      65.8099453      3.5882200      8.4797951     66.2764139
     140.000      65.7707100      4.2678640      9.8901036     66.3682110
     150.000      65.7244133      4.9999149     11.3558213     66.4744005
     160.000      65.6705492      5.7807225     12.8628087     66.5954648
     170.000      65.6086490      6.6064913     14.3985957     66.7317525
     180.000      65.5382822      7.4734165     15.9525838     66.8834971
     190.000      65.4590558      8.3777881     17.5160521     67.0508356
     200.000      65.3706134      9.3160647     19.0820237     67.2338263
     210.000      65.2726326     10.2849212     20.6450494     67.4324661
     220.000      65.1648234     11.2812733     22.2009545     67.6467035
     230.000      65.0469250     12.3022862     23.7465828     67.8764508
     240.000      64.9187041     13.3453701     25.2795613     68.1215929
     250.000      64.7799519     14.4081679     26.7980971     68.3819939
     260.000      64.6304822     15.4885381     28.3008114     68.6575021
     270.000      64.4701291     16.5845356     29.7866102     68.9479537
     280.000      64.2987453     17.6943914     31.2545882     69.2531749
     290.000      64.1162004     18.8164931     32.7039608     69.5729834
     300.000      63.9223795     19.9493673     34.1340194     69.9071897
     310.000      63.7171817     21.0916630     35.5441037     70.2555972
     320.000      63.5005190     22.2421378     36.9335868     70.6180031
     330.000      63.2723155     23.3996448     38.3018704     70.9941983
     340.000      63.0325062     24.5631227     39.6483843     71.3839679
     350.000      62.7810364     25.7315862     40.9725909     71.7870916
     360.000      62.5178609     26.9041189     42.2739902     72.2033437
     370.000      62.2429434     28.0798663     43.5521262     72.6324939
     380.000      61.9562556     29.2580310     44.8065924     73.0743073
     390.000      61.6577772     30.4378679     46.0370365     73.5285456
     400.000      61.3474950     31.6186801     47.2431641     73.9949670
     410.000      61.0254025     32.7998161     48.4247410     74.4733271
     420.000      60.6914996     33.9806662     49.5815942     74.9633794
     430.000      60.3457920     35.1606608     50.7136122     75.4648762
     440.000      59.9882910     36.3392675     51.8207436     75.9775687
     450.000      59.6190130     37.5159892     52.9029953     76.5012081
     460.000      59.2379791     38.6903626     53.9604300     77.0355459
     470.000      58.8452150     39.8619561     54.9931631     77.5803344
     480.000      58.4407505     41.0303683     56.0013589     78.1353273
     490.000      58.0246195     42.1952265     56.9852269     78.7002804
     500.000      57.5968590     43.3561852     57.9450182     79.2749516
     510.000      57.1575098     44.5129249     58.8810209     79.8591015
     520.000      56.7066156     45.6651505     59.7935567     80.4524938
     530.000      56.2442228     46.8125902     60.6829766     81.0548956
     540.000      55.7703805     47.9549944     61.5496573     81.6660775
     550.000      55.2851404     49.0921343     62.3939976     82.2858143
     560.000      54.7885561     50.2238006     63.2164149     82.9138844
     570.000      54.2806833     51.3498029     64.0173424     83.5500709
