        _
  _ __ | |__   ___  _ __   ___   _ __  _   _
 | '_ \| '_ \ / _ \| '_ \ / _ \ | '_ \| | | |
 | |_) | | | | (_) | | | | (_) || |_) | |_| |
 | .__/|_| |_|\___/|_| |_|\___(_) .__/ \__, |
 |_|                            |_|    |___/
                                     1.10.10

Python version 2.7.12
Spglib version 1.9.2
Mesh sampling mode
Settings:
  Sampling mesh: [9 9 4]
  Supercell: [2 2 2]
Spacegroup: Cmcm (63)
Computing force constants...
Number of irreducible q-points on sampling mesh: 50/324
Calculating thermal properties...
#      T [K]      F [kJ/mol]    S [J/K/mol]  C_v [J/K/mol]     E [kJ/mol]
       0.000      66.2251158      0.0000000      0.0000000     66.2251158
      10.000      66.2251104      0.0036160      0.0177454     66.2251466
      20.000      66.2249118      0.0418902      0.1054623     66.2257496
      30.000      66.2241975      0.1042892      0.2193269     66.2273262
      40.000      66.2227407      0.1925088      0.4228003     66.2304411
      50.000      66.2202173      0.3195388      0.7490043     66.2361943
      60.000      66.2161905      0.4942912      1.2033154     66.2458480
      70.000      66.2101546      0.7220805      1.7895623     66.2607002
      80.000      66.2015593      1.0067011      2.5125523     66.2820954
      90.000      66.1898215      1.3510129      3.3737641     66.3114126
     100.000      66.1743339      1.7568497      4.3692333     66.3500188
     110.000      66.1544770      2.2248858      5.4897116     66.3992144
     120.000      66.1296304      2.7546271      6.7218666     66.4601856
     130.000      66.0991839      3.3445177      8.0498042     66.5339712
     140.000      66.0625476      3.9921203      9.4565617     66.6214444
     150.000      66.0191594      4.6943316     10.9253780     66.7233091
     160.000      65.9684907      5.4475993     12.4406425     66.8401066
     170.000      65.9100499      6.2481206     13.9884976     66.9722304
     180.000      65.8433837      7.0920101     15.5571284     67.1199456
     190.000      65.7680779      7.9754296     17.1368042     67.2834095
     200.000      65.6837557      8.8946831     18.7197472     67.4626923
     210.000      65.5900765      9.8462788     20.2998990     67.6577950
     220.000      65.4867332     10.8269649     21.8726409     67.8686655
     230.000      65.3734502     11.8337447     23.4345093     68.0952115
     240.000      65.2499805     12.8638762     24.9829323     68.3373108
     250.000      65.1161032     13.9148628     26.5160019     68.5948189
     260.000      64.9716213     14.9844367     28.0322867     68.8675748
     270.000      64.8163594     16.0705393     29.5306856     69.1554050
     280.000      64.6501617     17.1713011     31.0103177     69.4581260
     290.000      64.4728902     18.2850211     32.4704439     69.7755463
     300.000      64.2844233     19.4101481     33.9104138     70.1074677
     310.000      64.0846540     20.5452628     35.3296321     70.4536854
     320.000      63.8734891     21.6890632     36.7275400     70.8139893
     330.000      63.6508478     22.8403505     38.1036061     71.1881634
     340.000      63.4166608     23.9980180     39.4573251     71.5759869
     350.000      63.1708695     25.1610408     40.7882201     71.9772338
     360.000      62.9134253     26.3284679     42.0958474     72.3916737
     370.000      62.6442885     27.4994146     43.3798024     72.8190719
     380.000      62.3634280     28.6730570     44.6397249     73.2591897
     390.000      62.0708209     29.8486264     45.8753040     73.7117852
     400.000      61.7664515     31.0254057     47.0862820     74.1766137
     410.000      61.4503110     32.2027248     48.2724571     74.6534282
     420.000      61.1223973     33.3799582     49.4336849     75.1419797
     430.000      60.7827141     34.5565217     50.5698787     75.6420184
     440.000      60.4312709     35.7318701     51.6810086     76.1532937
     450.000      60.0680824     36.9054949     52.7671004     76.6755551
     460.000      59.6931683     38.0769222     53.8282329     77.2085525
     470.000      59.3065528     39.2457112     54.8645354     77.7520370
     480.000      58.9082643     40.4114517     55.8761842     78.3057611
     490.000      58.4983352     41.5737634     56.8633993     78.8694792
     500.000      58.0768016     42.7322938     57.8264404     79.4429485
     510.000      57.6437030     43.8867166     58.7656034     80.0259285
     520.000      57.1990820     45.0367309     59.6812164     80.6181820
     530.000      56.7429840     46.1820594     60.5736359     81.2194755
     540.000      56.2754572     47.3224472     61.4432435     81.8295787
     550.000      55.7965523     48.4576606     62.2904420     82.4482656
     560.000      55.3063220     49.5874862     63.1156526     83.0753143
     570.000      54.8048212     50.7117292     63.9193113     83.7105069
     580.000      54.2921066     51.8302130     64.7018663     84.3536301
     590.000      53.7682367     52.9427775     65.4637752     85.0044754
     600.000      53.2332713     54.0492785     66.2055030     85.6628384
     610.000      52.6872717     55.1495868     66.9275190     86.3285197
     620.000      52.1303006     56.2435872     67.6302957     87.0013246
     630.000      51.5624214     57.3311773     68.3143065     87.6810631
