        _                                    
  _ __ | |__   ___  _ __   ___   _ __  _   _ 
 | '_ \| '_ \ / _ \| '_ \ / _ \ | '_ \| | | |
 | |_) | | | | (_) | | | | (_) || |_) | |_| |
 | .__/|_| |_|\___/|_| |_|\___(_) .__/ \__, |
 |_|                            |_|    |___/
                                      1.10.0

Python version 2.7.11
Mesh sampling mode
Settings:
  Sampling mesh: [9 9 4]
  Supercell: [2 2 2]
Spacegroup: Cmcm (63)
Computing force constants...
Number of irreducible q-points on sampling mesh: 50/324
Calculating thermal properties...
#      T [K]      F [kJ/mol]    S [J/K/mol]  C_v [J/K/mol]     E [kJ/mol]
       0.000      22.3086390      0.0000000      0.0000000     22.3086390
      10.000      22.3086364      0.0021234      0.0133310     22.3086577
      20.000      22.3084308      0.0517006      0.1754988     22.3094648
      30.000      22.3073622      0.1724304      0.4508073     22.3125351
      40.000      22.3048019      0.3478404      0.7994080     22.3187155
      50.000      22.3002401      0.5732826      1.2630878     22.3289042
      60.000      22.2931409      0.8575457      1.9115031     22.3445936
      70.000      22.2828416      1.2161291      2.8099865     22.3679706
      80.000      22.2685147      1.6656953      4.0004353     22.4017703
      90.000      22.2491776      2.2201148      5.4924135     22.4489879
     100.000      22.2237328      2.8882324      7.2648683     22.5125560
     110.000      22.1910227      3.6732241      9.2745762     22.5950774
     120.000      22.1498849      4.5730843     11.4664560     22.6986550
     130.000      22.0991982      5.5817062     13.7825067     22.8248200
     140.000      22.0379179      6.6901298     16.1680776     22.9745361
     150.000      21.9650984      7.8876998     18.5754724     23.1482533
     160.000      21.8799048      9.1630111     20.9654626     23.3459866
     170.000      21.7816172     10.5046136     23.3073999     23.5674015
     180.000      21.6696283     11.9014967     25.5785164     23.8118977
     190.000      21.5434374     13.3433925     27.7628394     24.0786819
     200.000      21.4026418     14.8209420     29.8499963     24.3668302
     210.000      21.2469277     16.3257626     31.8340678     24.6753379
     220.000      21.0760604     17.8504497     33.7125683     25.0031593
     230.000      20.8898742     19.3885359     35.4855844     25.3492374
     240.000      20.6882637     20.9344251     37.1550702     25.7125258
     250.000      20.4711757     22.4833150     38.7242878     26.0920045
     260.000      20.2386012     24.0311149     40.1973708     26.4866910
     270.000      19.9905687     25.5743642     41.5789920     26.8956470
     280.000      19.7271388     27.1101562     42.8741143     27.3179825
     290.000      19.4483985     28.6360666     44.0878068     27.7528579
     300.000      19.1544571     30.1500898     45.2251133     28.1994840
     310.000      18.8454419     31.6505809     46.2909598     28.6571219
     320.000      18.5214951     33.1362056     47.2900923     29.1250809
     330.000      18.1827709     34.6058958     48.2270366     29.6027165
     340.000      17.8294331     36.0588104     49.1060750     30.0894286
     350.000      17.4616528     37.4943019     49.9312356     30.5846585
     360.000      17.0796068     38.9118877     50.7062896     31.0878863
     370.000      16.6834759     40.3112246     51.4347550     31.5986290
     380.000      16.2734439     41.6920874     52.1199048     32.1164371
     390.000      15.8496961     43.0543505     52.7647772     32.6408929
     400.000      15.4124190     44.3979719     53.3721884     33.1716078
     410.000      14.9617988     45.7229798     53.9447453     33.7082205
     420.000      14.4980212     47.0294605     54.4848595     34.2503946
     430.000      14.0212709     48.3175491     54.9947602     34.7978170
     440.000      13.5317309     49.5874205     55.4765077     35.3501959
     450.000      13.0295825     50.8392825     55.9320057     35.9072596
     460.000      12.5150045     52.0733694     56.3630133     36.4687544
     470.000      11.9881735     53.2899366     56.7711564     37.0344437
     480.000      11.4492633     54.4892564     57.1579379     37.6041064
     490.000      10.8984449     55.6716142     57.5247477     38.1775359
     500.000      10.3358865     56.8373050     57.8728716     38.7545390
     510.000       9.7617534     57.9866307     58.2034998     39.3349350
     520.000       9.1762075     59.1198980     58.5177344     39.9185544
     530.000       8.5794079     60.2374162     58.8165970     40.5052385
     540.000       7.9715106     61.3394957     59.1010345     41.0948383
     550.000       7.3526684     62.4264465     59.3719254     41.6872140
     560.000       6.7230311     63.4985773     59.6300855     42.2822344
     570.000       6.0827452     64.5561940     59.8762728     42.8797758
     580.000       5.4319546     65.5995995     60.1111917     43.4797223
     590.000       4.7707996     66.6290926     60.3354977     44.0819643
     600.000       4.0994181     67.6449679     60.5498010     44.6863989
     610.000       3.4179447     68.6475150     60.7546703     45.2929289
     620.000       2.7265113     69.6370182     60.9506355     45.9014626
     630.000       2.0252469     70.6137566     61.1381913     46.5119135
     640.000       1.3142778     71.5780034     61.3177994     47.1241999
     650.000       0.5937276     72.5300260     61.4898911     47.7382445
     660.000      -0.1362829     73.4700862     61.6548700     48.3539740
     670.000      -0.8756351     74.3984397     61.8131132     48.9713194
     680.000      -1.6242135     75.3153360     61.9649743     49.5902150
     690.000      -2.3819045     76.2210192     62.1107842     50.2105987
     700.000      -3.1485973     77.1157269     62.2508534     50.8324116
     710.000      -3.9241832     77.9996914     62.3854731     51.4555976
     720.000      -4.7085560     78.8731387     62.5149166     52.0801038
     730.000      -5.5016117     79.7362894     62.6394409     52.7058796
     740.000      -6.3032482     80.5893584     62.7592873     53.3328770
     750.000      -7.1133659     81.4325552     62.8746830     53.9610505
     760.000      -7.9318671     82.2660838     62.9858417     54.5903566
     770.000      -8.7586560     83.0901427     63.0929647     55.2207539
     780.000      -9.5936390     83.9049257     63.1962419     55.8522030
     790.000     -10.4367243     84.7106212     63.2958520     56.4846665
     800.000     -11.2878218     85.5074127     63.3919640     57.1181084
     810.000     -12.1468434     86.2954791     63.4847371     57.7524946
     820.000     -13.0137029     87.0749944     63.5743220     58.3877925
     830.000     -13.8883154     87.8461281     63.6608610     59.0239709
     840.000     -14.7705980     88.6090453     63.7444885     59.6610001
