        _
  _ __ | |__   ___  _ __   ___   _ __  _   _
 | '_ \| '_ \ / _ \| '_ \ / _ \ | '_ \| | | |
 | |_) | | | | (_) | | | | (_) || |_) | |_| |
 | .__/|_| |_|\___/|_| |_|\___(_) .__/ \__, |
 |_|                            |_|    |___/
                                     1.10.10

Python version 2.7.12
Spglib version 1.9.2
Mesh sampling mode
Settings:
  Sampling mesh: [9 9 4]
  Supercell: [2 2 2]
Spacegroup: Cmcm (63)
Computing force constants...
Number of irreducible q-points on sampling mesh: 50/324
Calculating thermal properties...
#      T [K]      F [kJ/mol]    S [J/K/mol]  C_v [J/K/mol]     E [kJ/mol]
       0.000      66.0013507      0.0000000      0.0000000     66.0013507
      10.000      66.0013428      0.0045567      0.0184326     66.0013884
      20.000      66.0011484      0.0391705      0.0957061     66.0019318
      30.000      66.0004784      0.0989834      0.2192237     66.0034479
      40.000      65.9990671      0.1894117      0.4395722     66.0066436
      50.000      65.9965485      0.3221639      0.7843362     66.0126567
      60.000      65.9924565      0.5050282      1.2575321     66.0227582
      70.000      65.9862655      0.7425711      1.8622258     66.0382455
      80.000      65.9774119      1.0380333      2.6023559     66.0604546
      90.000      65.9653037      1.3938085      3.4784567     66.0907465
     100.000      65.9493298      1.8113184      4.4857777     66.1304617
     110.000      65.9288704      2.2908832      5.6146232     66.1808675
     120.000      65.9033078      2.8317250      6.8515956     66.2431148
     130.000      65.8720374      3.4320802      8.1810554     66.3182078
     140.000      65.8344763      4.0893776      9.5865089     66.4069892
     150.000      65.7900706      4.8004444     11.0517744     66.5101372
     160.000      65.7383001      5.5617110     12.5618477     66.6281738
     170.000      65.6786816      6.3693967     14.1034483     66.7614790
     180.000      65.6107702      7.2196655     15.6652747     66.9103100
     190.000      65.5341589      8.1087464     17.2380296     67.0748208
     200.000      65.4484780      9.0330204     18.8142833     67.2550821
     210.000      65.3533926      9.9890762     20.3882426     67.4510986
     220.000      65.2486011     10.9737421     21.9554783     67.6628244
     230.000      65.1338322     11.9840973     23.5126500     67.8901746
     240.000      65.0088425     13.0174706     25.0572530     68.1330354
     250.000      64.8734142     14.0714288     26.5874008     68.3912714
     260.000      64.7273527     15.1437604     28.1016473     68.6647304
     270.000      64.5704844     16.2324558     29.5988498     68.9532475
     280.000      64.4026551     17.3356868     31.0780659     69.2566474
     290.000      64.2237278     18.4517873     32.5384824     69.5747461
     300.000      64.0335816     19.5792346     33.9793670     69.9073519
     310.000      63.8321100     20.7166327     35.4000394     70.2542661
     320.000      63.6192200     21.8626974     36.7998556     70.6152832
     330.000      63.3948311     23.0162441     38.1782018     70.9901916
     340.000      63.1588739     24.1761761     39.5344949     71.3787737
     350.000      62.9112897     25.3414757     40.8681856     71.7808062
     360.000      62.6520296     26.5111966     42.1787646     72.1960604
     370.000      62.3810540     27.6844566     43.4657682     72.6243029
     380.000      62.0983315     28.8604325     44.7287841     73.0652958
     390.000      61.8038388     30.0383554     45.9674562     73.5187974
     400.000      61.4975603     31.2175063     47.1814880     73.9845628
     410.000      61.1794869     32.3972132     48.3706450     74.4623443
     420.000      60.8496162     33.5768475     49.5347557     74.9518922
     430.000      60.5079521     34.7558219     50.6737112     75.4529555
     440.000      60.1545038     35.9335876     51.7874644     75.9652824
     450.000      59.7892861     37.1096327     52.8760277     76.4886208
     460.000      59.4123185     38.2834798     53.9394701     77.0227192
     470.000      59.0236253     39.4546842     54.9779144     77.5673269
     480.000      58.6232350     40.6228328     55.9915329     78.1221947
     490.000      58.2111801     41.7875416     56.9805439     78.6870755
     500.000      57.7874968     42.9484552     57.9452076     79.2617245
     510.000      57.3522248     44.1052446     58.8858216     79.8458995
     520.000      56.9054067     45.2576060     59.8027174     80.4393618
     530.000      56.4470883     46.4052597     60.6962559     81.0418760
     540.000      55.9773181     47.5479487     61.5668236     81.6532104
     550.000      55.4961467     48.6854374     62.4148294     82.2731373
     560.000      55.0036274     49.8175104     63.2407006     82.9014332
     570.000      54.4998152     50.9439715     64.0448799     83.5378790
     580.000      53.9847672     52.0646427     64.8278224     84.1822600
     590.000      53.4585422     53.1793627     65.5899928     84.8343662
     600.000      52.9212003     54.2879864     66.3318629     85.4939922
     610.000      52.3728032     55.3903838     67.0539093     86.1609374
     620.000      51.8134138     56.4864389     67.7566112     86.8350059
     630.000      51.2430959     57.5760488     68.4404487     87.5160067
     640.000      50.6619146     58.6591234     69.1059011     88.2037536
     650.000      50.0699355     59.7355839     69.7534452     88.8980650
     660.000      49.4672252     60.8053624     70.3835544     89.5987644
     670.000      48.8538507     61.8684012     70.9966972     90.3056796
     680.000      48.2298798     62.9246522     71.5933364     91.0186433
     690.000      47.5953804     63.9740759     72.1739282     91.7374928
     700.000      46.9504211     65.0166410     72.7389216     92.4620699
     710.000      46.2950706     66.0523241     73.2887573     93.1922207
     720.000      45.6293976     67.0811087     73.8238680     93.9277959
     730.000      44.9534714     68.1029849     74.3446772     94.6686504
     740.000      44.2673610     69.1179489     74.8515995     95.4146432
     750.000      43.5711355     70.1260026     75.3450396     96.1656374
     760.000      42.8648639     71.1271532     75.8253932     96.9215003
     770.000      42.1486154     72.1214124     76.2930456     97.6821030
     780.000      41.4224586     73.1087969     76.7483728     98.4473202
     790.000      40.6864623     74.0893269     77.1917406     99.2170306
     800.000      39.9406948     75.0630268     77.6235050     99.9911163
     810.000      39.1852244     76.0299243     78.0440123    100.7694631
     820.000      38.4201189     76.9900503     78.4535988    101.5519602
     830.000      37.6454459     77.9434385     78.8525916    102.3384998
     840.000      36.8612725     78.8901253     79.2413079    103.1289777
     850.000      36.0676656     79.8301496     79.6200557    103.9232927
     860.000      35.2646916     80.7635524     79.9891338    104.7213466
     870.000      34.4524165     81.6903766     80.3488319    105.5230441
     880.000      33.6309058     82.6106672     80.6994310    106.3282929
     890.000      32.8002248     83.5244703     81.0412031    107.1370033
     900.000      31.9604379     84.4318340     81.3744122    107.9490884
     910.000      31.1116094     85.3328072     81.6993138    108.7644639
     920.000      30.2538029     86.2274402     82.0161554    109.5830479
     930.000      29.3870815     87.1157843     82.3251766    110.4047609
     940.000      28.5115080     87.9978916     82.6266095    111.2295261
     950.000      27.6271443     88.8738150     82.9206788    112.0572686
     960.000      26.7340521     89.7436081     83.2076019    112.8879159
     970.000      25.8322924     90.6073248     83.4875892    113.7213975
     980.000      24.9219257     91.4650199     83.7608446    114.5576452
     990.000      24.0030119     92.3167482     84.0275650    115.3965926
    1000.000      23.0756104     93.1625649     84.2879414    116.2381754
                 _
   ___ _ __   __| |
  / _ \ '_ \ / _` |
 |  __/ | | | (_| |
  \___|_| |_|\__,_|

