        _
  _ __ | |__   ___  _ __   ___   _ __  _   _
 | '_ \| '_ \ / _ \| '_ \ / _ \ | '_ \| | | |
 | |_) | | | | (_) | | | | (_) || |_) | |_| |
 | .__/|_| |_|\___/|_| |_|\___(_) .__/ \__, |
 |_|                            |_|    |___/
                                     1.10.10

Python version 2.7.12
Spglib version 1.9.2
Mesh sampling mode
Settings:
  Sampling mesh: [9 9 4]
  Supercell: [2 2 2]
Spacegroup: Cmcm (63)
Computing force constants...
Number of irreducible q-points on sampling mesh: 50/324
Calculating thermal properties...
#      T [K]      F [kJ/mol]    S [J/K/mol]  C_v [J/K/mol]     E [kJ/mol]
       0.000      65.9075251      0.0000000      0.0000000     65.9075251
      10.000      65.9075134      0.0062410      0.0228023     65.9075758
      20.000      65.9072842      0.0440069      0.0998945     65.9081643
      30.000      65.9065556      0.1059245      0.2263092     65.9097333
      40.000      65.9050619      0.1990911      0.4519350     65.9130255
      50.000      65.9024300      0.3352078      0.8023299     65.9191904
      60.000      65.8981890      0.5218384      1.2809685     65.9294993
      70.000      65.8918101      0.7633800      1.8907211     65.9452467
      80.000      65.8827279      1.0629469      2.6353230     65.9677636
      90.000      65.8703500      1.4228253      3.5150821     65.9984043
     100.000      65.8540658      1.8443411      4.5250655     66.0384999
     110.000      65.8332568      2.3277333      5.6554897     66.0893075
     120.000      65.8073076      2.8721603      6.8929750     66.1519668
     130.000      65.7756161      3.4758158      8.2219879     66.2274721
     140.000      65.7376024      4.1361056      9.6261995     66.3166572
     150.000      65.6927157      4.8498508     11.0896218     66.4201934
     160.000      65.6404391      5.6134900     12.5974496     66.5385974
     170.000      65.5802922      6.4232609     14.1365902     66.6722465
     180.000      65.5118328      7.2753529     15.6959087     66.8213963
     190.000      65.4346565      8.1660247     17.2662467     66.9862012
     200.000      65.3483957      9.0916886     18.8402850     67.1667334
     210.000      65.2527174     10.0489650     20.4123123     67.3630000
     220.000      65.1473215     11.0347124     21.9779550     67.5749582
     230.000      65.0319379     12.0460384     23.5339052     67.8025268
     240.000      64.9063243     13.0802973     25.0776709     68.0455957
     250.000      64.7702636     14.1350785     26.6073620     68.3040332
     260.000      64.6235617     15.2081900     28.1215166     68.5776911
     270.000      64.4660453     16.2976389     29.6189665     68.8664078
     280.000      64.2975605     17.4016106     31.0987377     69.1700115
     290.000      64.1179703     18.5184502     32.5599810     69.4883208
     300.000      63.9271537     19.6466436     34.0019262     69.8211467
     310.000      63.7250042     20.7848014     35.4238550     70.1682926
     320.000      63.5114287     21.9316443     36.8250858     70.5295548
     330.000      63.2863463     23.0859905     38.2049694     70.9047232
     340.000      63.0496875     24.2467456     39.5628894     71.2935810
     350.000      62.8013934     25.4128926     40.8982665     71.6959058
     360.000      62.5414149     26.5834849     42.2105639     72.1114694
     370.000      62.2697119     27.7576397     43.4992942     72.5400385
     380.000      61.9862529     28.9345325     44.7640241     72.9813753
     390.000      61.6910146     30.1133926     46.0043796     73.4352378
     400.000      61.3839809     31.2934991     47.2200492     73.9013806
     410.000      61.0651428     32.4741777     48.4107861     74.3795556
     420.000      60.7344976     33.6547976     49.5764087     74.8695126
     430.000      60.3920490     34.8347691     50.7168006     75.3709997
     440.000      60.0378062     36.0135411     51.8319086     75.8837643
     450.000      59.6717839     37.1905994     52.9217411     76.4075536
     460.000      59.2940015     38.3654643     53.9863644     76.9421151
     470.000      58.9044834     39.5376891     55.0258998     77.4871973
     480.000      58.5032579     40.7068585     56.0405194     78.0425500
     490.000      58.0903577     41.8725870     57.0304420     78.6079253
     500.000      57.6658189     43.0345171     57.9959292     79.1830774
     510.000      57.2296811     44.1923183     58.9372806     79.7677634
     520.000      56.7819873     45.3456854     59.8548300     80.3617437
     530.000      56.3227831     46.4943373     60.7489412     80.9647819
     540.000      55.8521171     47.6380159     61.6200040     81.5766457
     550.000      55.3700402     48.7764843     62.4684303     82.1971065
     560.000      54.8766055     49.9095263     63.2946511     82.8259403
     570.000      54.3718684     51.0369450     64.0991127     83.4629270
     580.000      53.8558860     52.1585613     64.8822737     84.1078515
     590.000      53.3287171     53.2742136     65.6446024     84.7605031
     600.000      52.7904221     54.3837561     66.3865743     85.4206757
     610.000      52.2410627     55.4870583     67.1086693     86.0881683
     620.000      51.6807021     56.5840038     67.8113702     86.7627844
     630.000      51.1094042     57.6744896     68.4951604     87.4443327
     640.000      50.5272341     58.7584252     69.1605223     88.1326262
     650.000      49.9342578     59.8357315     69.8079360     88.8274833
     660.000      49.3305418     60.9063407     70.4378777     89.5287267
     670.000      48.7161535     61.9701950     71.0508188     90.2361842
     680.000      48.0911606     63.0272461     71.6472248     90.9496880
     690.000      47.4556314     64.0774546     72.2275544     91.6690751
     700.000      46.8096344     65.1207894     72.7922590     92.3941870
     710.000      46.1532386     66.1572268     73.3417818     93.1248696
     720.000      45.4865129     67.1867507     73.8765574     93.8609735
     730.000      44.8095266     68.2093512     74.3970116     94.6023531
     740.000      44.1223490     69.2250248     74.9035605     95.3488673
     750.000      43.4250492     70.2337734     75.3966112     96.1003793
     760.000      42.7176966     71.2356043     75.8765605     96.8567559
     770.000      42.0003602     72.2305298     76.3437957     97.6178681
     780.000      41.2731090     73.2185663     76.7986941     98.3835907
     790.000      40.5360117     74.1997346     77.2416228     99.1538021
     800.000      39.7891371     75.1740592     77.6729392     99.9283844
     810.000      39.0325533     76.1415680     78.0929907    100.7072233
     820.000      38.2663283     77.1022921     78.5021149    101.4902078
     830.000      37.4905299     78.0562655     78.9006397    102.2772303
     840.000      36.7052254     79.0035249     79.2888833    103.0681863
     850.000      35.9104817     79.9441095     79.6671547    103.8629747
     860.000      35.1063653     80.8780603     80.0357535    104.6614972
     870.000      34.2929424     81.8054208     80.3949700    105.4636585
     880.000      33.4702787     82.7262358     80.7450860    106.2693663
     890.000      32.6384394     83.6405522     81.0863742    107.0785308
     900.000      31.7974892     84.5484178     81.4190991    107.8910652
     910.000      30.9474924     85.4498821     81.7435168    108.7068851
     920.000      30.0885127     86.3449956     82.0598753    109.5259087
