        _
  _ __ | |__   ___  _ __   ___   _ __  _   _
 | '_ \| '_ \ / _ \| '_ \ / _ \ | '_ \| | | |
 | |_) | | | | (_) | | | | (_) || |_) | |_| |
 | .__/|_| |_|\___/|_| |_|\___(_) .__/ \__, |
 |_|                            |_|    |___/
                                     1.10.10

Python version 2.7.12
Spglib version 1.9.2
Mesh sampling mode
Settings:
  Sampling mesh: [9 9 4]
  Supercell: [2 2 2]
Spacegroup: Cmcm (63)
Computing force constants...
Number of irreducible q-points on sampling mesh: 50/324
Calculating thermal properties...
#      T [K]      F [kJ/mol]    S [J/K/mol]  C_v [J/K/mol]     E [kJ/mol]
       0.000      66.3030284      0.0000000      0.0000000     66.3030284
      10.000      66.3029625      0.0248933      0.0553705     66.3032114
      20.000      66.3024193      0.0844979      0.1228736     66.3041093
      30.000      66.3012511      0.1516261      0.2292612     66.3057999
      40.000      66.2993011      0.2443219      0.4474606     66.3090739
      50.000      66.2962217      0.3796271      0.8011602     66.3152031
      60.000      66.2915347      0.5669307      1.2909967     66.3255506
      70.000      66.2846929      0.8112290      1.9176505     66.3414790
      80.000      66.2751095      1.1156881      2.6824637     66.3643646
      90.000      66.2621717      1.4823402      3.5833426     66.3955824
     100.000      66.2452522      1.9121009      4.6133472     66.4364623
     110.000      66.2237200      2.4047532      5.7613080     66.4882428
     120.000      66.1969516      2.9590257      7.0130954     66.5520347
     130.000      66.1643412      3.5727469      8.3529437     66.6287983
     140.000      66.1253081      4.2430353      9.7646408     66.7193330
     150.000      66.0793032      4.9664999     11.2325054     66.8242782
     160.000      66.0258132      5.7394305     12.7421081     66.9441221
     170.000      65.9643626      6.5579663     14.2807242     67.0792169
     180.000      65.8945148      7.4182347     15.8375407     67.2297970
     190.000      65.8158714      8.3164584     17.4036634     67.3959985
     200.000      65.7280711      9.2490315     18.9719834     67.5778774
     210.000      65.6307876     10.2125680     20.5369583     67.7754269
     220.000      65.5237270     11.2039281     22.0943554     67.9885912
     230.000      65.4066259     12.2202265     23.6409915     68.2172780
     240.000      65.2792482     13.2588292     25.1744929     68.4613672
     250.000      65.1413830     14.3173406     26.6930864     68.7207181
     260.000      64.9928423     15.3935863     28.1954293     68.9951747
     270.000      64.8334588     16.4855937     29.6804751     69.2845690
     280.000      64.6630839     17.5915709     31.1473730     69.5887237
     290.000      64.4815862     18.7098875     32.5953975     69.9074536
     300.000      64.2888500     19.8390554     34.0238996     70.2405666
     310.000      64.0847735     20.9777129     35.4322774     70.5878645
     320.000      63.8692683     22.1246091     36.8199601     70.9491432
     330.000      63.6422577     23.2785915     38.1864005     71.3241929
     340.000      63.4036764     24.4385949     39.5310754     71.7127986
     350.000      63.1534690     25.6036319     40.8534881     72.1147402
     360.000      62.8915900     26.7727850     42.1531746     72.5297926
     370.000      62.6180025     27.9452001     43.4297089     72.9577265
     380.000      62.3326778     29.1200804     44.6827094     73.3983083
     390.000      62.0355951     30.2966820     45.9118438     73.8513011
     400.000      61.7267407     31.4743100     47.1168330     74.3164647
     410.000      61.4061077     32.6523143     48.2974537     74.7935565
     420.000      61.0736952     33.8300876     49.4535406     75.2823320
     430.000      60.7295086     35.0070619     50.5849863     75.7825452
     440.000      60.3735584     36.1827068     51.6917407     76.2939494
     450.000      60.0058605     37.3565271     52.7738097     76.8162977
     460.000      59.6264355     38.5280609     53.8312529     77.3493435
     470.000      59.2353084     39.6968781     54.8641809     77.8928411
     480.000      58.8325083     40.8625784     55.8727519     78.4465460
     490.000      58.4180684     42.0247901     56.8571684     79.0102156
     500.000      57.9920253     43.1831686     57.8176734     79.5836096
     510.000      57.5544189     44.3373948     58.7545466     80.1664903
     520.000      57.1052922     45.4871742     59.6681006     80.7586228
     530.000      56.6446912     46.6322350     60.5586772     81.3597757
     540.000      56.1726641     47.7723276     61.4266440     81.9697210
     550.000      55.6892619     48.9072229     62.2723904     82.5882345
     560.000      55.1945377     50.0367114     63.0963247     83.2150961
     570.000      54.6885464     51.1606024     63.8988709     83.8500897
     580.000      54.1713449     52.2787221     64.6804659     84.4930037
     590.000      53.6429917     53.3909135     65.4415567     85.1436307
     600.000      53.1035468     54.4970352     66.1825977     85.8017680
     610.000      52.5530716     55.5969602     66.9040489     86.4672173
     620.000      51.9916287     56.6905750     67.6063737     87.1397852
     630.000      51.4192815     57.7777795     68.2900370     87.8192826
     640.000      50.8360947     58.8584852     68.9555034     88.5055253
     650.000      50.2421337     59.9326151     69.6032361     89.1983336
     660.000      49.6374646     61.0001028     70.2336951     89.8975324
     670.000      49.0221540     62.0608916     70.8473366     90.6029514
     680.000      48.3962692     63.1149344     71.4446116     91.3144246
     690.000      47.7598779     64.1621922     72.0259652     92.0317906
     700.000      47.1130481     65.2026345     72.5918358     92.7548923
     710.000      46.4558480     66.2362381     73.1426544     93.4835771
     720.000      45.7883462     67.2629867     73.6788444     94.2176966
     730.000      45.1106112     68.2828705     74.2008207     94.9571066
     740.000      44.4227117     69.2958856     74.7089895     95.7016670
     750.000      43.7247164     70.3020338     75.2037483     96.4512417
     760.000      43.0166939     71.3013220     75.6854853     97.2056986
     770.000      42.2987128     72.2937617     76.1545795     97.9649093
     780.000      41.5708414     73.2793690     76.6114005     98.7287493
     790.000      40.8331481     74.2581639     77.0563083     99.4970976
     800.000      40.0857008     75.2301701     77.4896536    100.2698369
     810.000      39.3285672     76.1954148     77.9117778    101.0468532
     820.000      38.5618149     77.1539283     78.3230125    101.8280361
     830.000      37.7855110     78.1057437     78.7236805    102.6132783
     840.000      36.9997222     79.0508968     79.1140950    103.4024756
     850.000      36.2045151     79.9894257     79.4945602    104.1955270
     860.000      35.3999557     80.9213708     79.8653717    104.9923346
     870.000      34.5861095     81.8467744     80.2268159    105.7928032
     880.000      33.7630418     82.7656804     80.5791709    106.5968406
     890.000      32.9308174     83.6781346     80.9227061    107.4043572
     900.000      32.0895005     84.5841841     81.2576830    108.2152662
     910.000      31.2391549     85.4838773     81.5843547    109.0294832
     920.000      30.3798440     86.3772635     81.9029667    109.8469264
     930.000      29.5116305     87.2643935     82.2137567    110.6675165
     940.000      28.6345768     88.1453186     82.5169550    111.4911763
     950.000      27.7487446     89.0200909     82.8127847    112.3178310
     960.000      26.8541953     89.8887634     83.1014617    113.1474081
     970.000      25.9509895     90.7513893     83.3831952    113.9798371
     980.000      25.0391875     91.6080225     83.6581877    114.8150496
     990.000      24.1188489     92.4587173     83.9266351    115.6529790
    1000.000      23.1900328     93.3035283     84.1887272    116.4935611
                 _
   ___ _ __   __| |
  / _ \ '_ \ / _` |
 |  __/ | | | (_| |
  \___|_| |_|\__,_|

