        _
  _ __ | |__   ___  _ __   ___   _ __  _   _
 | '_ \| '_ \ / _ \| '_ \ / _ \ | '_ \| | | |
 | |_) | | | | (_) | | | | (_) || |_) | |_| |
 | .__/|_| |_|\___/|_| |_|\___(_) .__/ \__, |
 |_|                            |_|    |___/
                                     1.10.10

Python version 2.7.6
Spglib version 1.9.2
Mesh sampling mode
Settings:
  Sampling mesh: [9 9 4]
  Supercell: [2 2 2]
Spacegroup: Cmcm (63)
Computing force constants...
Number of irreducible q-points on sampling mesh: 50/324
Calculating thermal properties...
#      T [K]      F [kJ/mol]    S [J/K/mol]  C_v [J/K/mol]     E [kJ/mol]
       0.000      66.5061517      0.0000000      0.0000000     66.5061517
      10.000      66.5061463      0.0040293      0.0228268     66.5061866
      20.000      66.5058523      0.0670575      0.1898044     66.5071934
      30.000      66.5046511      0.1775950      0.3665287     66.5099789
      40.000      66.5022343      0.3087706      0.5613871     66.5145851
      50.000      66.4984098      0.4599110      0.8157647     66.5214054
      60.000      66.4929467      0.6379227      1.1663922     66.5312220
      70.000      66.4855319      0.8517385      1.6427379     66.5451536
      80.000      66.4757639      1.1099063      2.2625778     66.5645564
      90.000      66.4631626      1.4193747      3.0324586     66.5909063
     100.000      66.4471886      1.7851003      3.9500538     66.6256987
     110.000      66.4272629      2.2100678      5.0063845     66.6703704
     120.000      66.4027856      2.6954811      6.1877172     66.7262434
     130.000      66.3731527      3.2410233      7.4773160     66.7944858
     140.000      66.3377698      3.8451455      8.8570625     66.8760902
     150.000      66.2960628      4.5053615     10.3088432     66.9718670
     160.000      66.2474860      5.2185255     11.8156071     67.0824501
     170.000      66.1915276      5.9810800     13.3620593     67.2083112
     180.000      66.1277123      6.7892615     14.9350178     67.3497794
     190.000      66.0556030      7.6392636     16.5234994     67.5070631
     200.000      65.9748001      8.5273559     18.1186136     67.6802713
     210.000      65.8849408      9.4499669     19.7133390     67.8694339
     220.000      65.7856969     10.4037345     21.3022431     68.0745185
