        _
  _ __ | |__   ___  _ __   ___   _ __  _   _
 | '_ \| '_ \ / _ \| '_ \ / _ \ | '_ \| | | |
 | |_) | | | | (_) | | | | (_) || |_) | |_| |
 | .__/|_| |_|\___/|_| |_|\___(_) .__/ \__, |
 |_|                            |_|    |___/
                                     1.10.10

Python version 2.7.12
Spglib version 1.9.2
Mesh sampling mode
Settings:
  Sampling mesh: [9 9 4]
  Supercell: [2 2 2]
Spacegroup: Fd-3m (227)
Computing force constants...
Number of irreducible q-points on sampling mesh: 324/324
Calculating thermal properties...
#      T [K]      F [kJ/mol]    S [J/K/mol]  C_v [J/K/mol]     E [kJ/mol]
       0.000      32.4174621      0.0000000      0.0000000     32.4174621
      10.000      32.4174621      0.0000000      0.0000000     32.4174621
      20.000      32.4174621      0.0000080      0.0000965     32.4174622
      30.000      32.4174607      0.0004455      0.0035933     32.4174741
      40.000      32.4174449      0.0033998      0.0209952     32.4175809
      50.000      32.4173740      0.0119357      0.0613084     32.4179708
      60.000      32.4171787      0.0287018      0.1297495     32.4189008
      70.000      32.4167653      0.0558649      0.2312531     32.4206759
      80.000      32.4160200      0.0954498      0.3718014     32.4236559
      90.000      32.4148081      0.1494996      0.5576703     32.4282631
     100.000      32.4129750      0.2200342      0.7942024     32.4349784
     110.000      32.4103462      0.3089293      1.0850633     32.4443284
     120.000      32.4067298      0.4178121      1.4321317     32.4568672
     130.000      32.4019189      0.5480068      1.8357730     32.4731598
     140.000      32.3956952      0.7005256      2.2952111     32.4937688
     150.000      32.3878315      0.8760876      2.8088359     32.5192447
     160.000      32.3780951      1.0751475      3.3744009     32.5501187
     170.000      32.3662495      1.2979243      3.9891328     32.5868966
     180.000      32.3520575      1.5444277      4.6497942     32.6300545
     190.000      32.3352824      1.8144792      5.3527345     32.6800335
     200.000      32.3156905      2.1077312      6.0939499     32.7372368
     210.000      32.2930521      2.4236842      6.8691582     32.8020258
     220.000      32.2671433      2.7617048      7.6738869     32.8747183
     230.000      32.2377470      3.1210425      8.5035680     32.9555867
     240.000      32.2046542      3.5008477      9.3536325     33.0448576
     250.000      32.1676649      3.9001899     10.2195974     33.1427124
     260.000      32.1265886      4.3180753     11.0971416     33.2492882
     270.000      32.0812450      4.7534633     11.9821676     33.3646801
     280.000      32.0314645      5.2052826     12.8708486     33.4889437
     290.000      31.9770882      5.6724457     13.7596606     33.6220975
     300.000      31.9179681      6.1538616     14.6454025     33.7641266
     310.000      31.8539671      6.6484471     15.5252038     33.9149857
     320.000      31.7849588      7.1551360     16.3965233     34.0746024
     330.000      31.7108275      7.6728877     17.2571409     34.2428805
     340.000      31.6314676      8.2006927     18.1051433     34.4197031
     350.000      31.5467834      8.7375784     18.9389058     34.6049358
     360.000      31.4566889      9.2826121     19.7570720     34.7984292
     370.000      31.3611070      9.8349043     20.5585314     35.0000216
     380.000      31.2599694     10.3936099     21.3423972     35.2095412
     390.000      31.1532161     10.9579295     22.1079835     35.4268085
