        _
  _ __ | |__   ___  _ __   ___   _ __  _   _
 | '_ \| '_ \ / _ \| '_ \ / _ \ | '_ \| | | |
 | |_) | | | | (_) | | | | (_) || |_) | |_| |
 | .__/|_| |_|\___/|_| |_|\___(_) .__/ \__, |
 |_|                            |_|    |___/
                                     1.10.10

Python version 2.7.12
Spglib version 1.9.2
Mesh sampling mode
Settings:
  Sampling mesh: [9 9 4]
  Supercell: [2 2 2]
Spacegroup: Fd-3m (227)
Computing force constants...
Number of irreducible q-points on sampling mesh: 324/324
Calculating thermal properties...
#      T [K]      F [kJ/mol]    S [J/K/mol]  C_v [J/K/mol]     E [kJ/mol]
       0.000      33.8007879      0.0000000      0.0000000     33.8007879
      10.000      33.8007879      0.0000000      0.0000000     33.8007879
      20.000      33.8007878      0.0000062      0.0000755     33.8007880
      30.000      33.8007867      0.0003682      0.0030234     33.8007978
      40.000      33.8007733      0.0029138      0.0183075     33.8008899
      50.000      33.8007118      0.0104466      0.0545083     33.8012341
      60.000      33.8005394      0.0254528      0.1166740     33.8020666
      70.000      33.8001710      0.0499789      0.2094533     33.8036695
      80.000      33.7995018      0.0859324      0.3384531     33.8063763
      90.000      33.7984078      0.1352370      0.5096005     33.8105792
     100.000      33.7967461      0.1997977      0.7279582     33.8167259
     110.000      33.7943551      0.2813836      0.9969433     33.8253073
     120.000      33.7910566      0.3815208      1.3181726     33.8368391
     130.000      33.7866587      0.5014354      1.6917398     33.8518453
     140.000      33.7809589      0.6420443      2.1166419     33.8708451
     150.000      33.7737467      0.8039792      2.5911609     33.8943436
     160.000      33.7648069      0.9876223      3.1131239     33.9228265
     170.000      33.7539213      1.1931449      3.6800429     33.9567560
     180.000      33.7408711      1.4205388      4.2891730     33.9965681
     190.000      33.7254382      1.6696423      4.9375309     34.0426702
     200.000      33.7074069      1.9401596      5.6219046     34.0954388
     210.000      33.6865650      2.2316762      6.3388723     34.1552170
     220.000      33.6627051      2.5436719      7.0848369     34.2223129
     230.000      33.6356253      2.8755333      7.8560756     34.2969980
     240.000      33.6051305      3.2265647      8.6487987     34.3795060
     250.000      33.5710327      3.5960010      9.4592132     34.4700329
     260.000      33.5331519      3.9830190     10.2835840     34.5687368
     270.000      33.4913166      4.3867498     11.1182910     34.6757390
     280.000      33.4453642      4.8062906     11.9598765     34.7911255
     290.000      33.3951411      5.2407154     12.8050839     34.9149486
     300.000      33.3405034      5.6890859     13.6508864     35.0472291
     310.000      33.2813161      6.1504611     14.4945056     35.1879590
     320.000      33.2174539      6.6239051     15.3334221     35.3371036
     330.000      33.1488008      7.1084952     16.1653785     35.4946042
     340.000      33.0752499      7.6033275     16.9883764     35.6603812
     350.000      32.9967031      8.1075228     17.8006682     35.8343360
     360.000      32.9130710      8.6202300     18.6007456     36.0163539
     370.000      32.8242728      9.1406300     19.3873259     36.2063059
     380.000      32.7302354      9.6679378     20.1593355     36.4040518
     390.000      32.6308935     10.2014041     20.9158939     36.6094411
     400.000      32.5261892     10.7403165     21.6562960     36.8223158
     410.000      32.4160713     11.2840001     22.3799958     37.0425114
     420.000      32.3004954     11.8318173     23.0865893     37.2698587
     430.000      32.1794232     12.3831674     23.7757994     37.5041852
     440.000      32.0528222     12.9374863     24.4474605     37.7453162
     450.000      31.9206653     13.4942452     25.1015053     37.9930757
     460.000      31.7829308     14.0529496     25.7379516     38.2472876
     470.000      31.6396014     14.6131382     26.3568909     38.5077763
     480.000      31.4906645     15.1743813     26.9584778     38.7743676
     490.000      31.3361116     15.7362799     27.5429201     39.0468887
     500.000      31.1759380     16.2984634     28.1104709     39.3251697
     510.000      31.0101425     16.8605888     28.6614203     39.6090428
     520.000      30.8387274     17.4223391     29.1960890     39.8983438
     530.000      30.6616980     17.9834217     29.7148222     40.1929115
     540.000      30.4790621     18.5435670     30.2179842     40.4925883
     550.000      30.2908306     19.1025271     30.7059542     40.7972205
     560.000      30.0970163     19.6600746     31.1791217     41.1066581
     570.000      29.8976345     20.2160008     31.6378835     41.4207549
     580.000      29.6927023     20.7701150     32.0826405     41.7393691
     590.000      29.4822388     21.3222434     32.5137949     42.0623624
     600.000      29.2662646     21.8722272     32.9317487     42.3896010
     610.000      29.0448019     22.4199226     33.3369009     42.7209547
     620.000      28.8178742     22.9651990     33.7296468     43.0562976
     630.000      28.5855064     23.5079384     34.1103761     43.3955076
     640.000      28.3477243     24.0480345     34.4794720     43.7384664
     650.000      28.1045548     24.5853918     34.8373107     44.0850595
     660.000      27.8560259     25.1199249     35.1842599     44.4351763
     670.000      27.6021660     25.6515576     35.5206790     44.7887096
     680.000      27.3430046     26.1802225     35.8469184     45.1455559
     690.000      27.0785716     26.7058602     36.1633190     45.5056152
     700.000      26.8088977     27.2284185     36.4702122     45.8687906
     710.000      26.5340137     27.7478523     36.7679200     46.2349888
     720.000      26.2539512     28.2641226     37.0567543     46.6041194
     730.000      25.9687419     28.7771965     37.3370176     46.9760953
     740.000      25.6784180     29.2870462     37.6090025     47.3508322
     750.000      25.3830118     29.7936492     37.8729922     47.7282487
     760.000      25.0825559     30.2969874     38.1292603     48.1082663
     770.000      24.7770830     30.7970469     38.3780714     48.4908091
     780.000      24.4666259     31.2938177     38.6196806     48.8758037
     790.000      24.1512176     31.7872935     38.8543345     49.2631795
     800.000      23.8308910     32.2774713     39.0822707     49.6528680
     810.000      23.5056792     32.7643508     39.3037185     50.0448033
     820.000      23.1756150     33.2479348     39.5188989     50.4389215
     830.000      22.8407314     33.7282285     39.7280251     50.8351611
     840.000      22.5010614     34.2052395     39.9313023     51.2334625
     850.000      22.1566376     34.6789773     40.1289283     51.6337683
     860.000      21.8074927     35.1494537     40.3210937     52.0360229
     870.000      21.4536593     35.6166819     40.5079821     52.4401726
     880.000      21.0951698     36.0806769     40.6897701     52.8461655
     890.000      20.7320565     36.5414551     40.8666282     53.2539515
     900.000      20.3643514     36.9990342     41.0387201     53.6634822
     910.000      19.9920864     37.4534332     41.2062037     54.0747106
     920.000      19.6152933     37.9046719     41.3692311     54.4875914
     930.000      19.2340034     38.3527714     41.5279487     54.9020808
     940.000      18.8482482     38.7977535     41.6824973     55.3181365
     950.000      18.4580587     39.2396407     41.8330127     55.7357173
     960.000      18.0634656     39.6784563     41.9796256     56.1547837
     970.000      17.6644997     40.1142243     42.1224618     56.5752973
