        _
  _ __ | |__   ___  _ __   ___   _ __  _   _
 | '_ \| '_ \ / _ \| '_ \ / _ \ | '_ \| | | |
 | |_) | | | | (_) | | | | (_) || |_) | |_| |
 | .__/|_| |_|\___/|_| |_|\___(_) .__/ \__, |
 |_|                            |_|    |___/
                                     1.10.10

Python version 2.7.6
Spglib version 1.9.2
Mesh sampling mode
Settings:
  Sampling mesh: [9 9 4]
  Supercell: [2 2 2]
Spacegroup: Cmcm (63)
Computing force constants...
Number of irreducible q-points on sampling mesh: 50/324
Calculating thermal properties...
#      T [K]      F [kJ/mol]    S [J/K/mol]  C_v [J/K/mol]     E [kJ/mol]
       0.000      66.6108111      0.0000000      0.0000000     66.6108111
      10.000      66.6108061      0.0032053      0.0147836     66.6108382
      20.000      66.6106490      0.0320846      0.0769058     66.6112907
      30.000      66.6101129      0.0777506      0.1633005     66.6124454
      40.000      66.6090195      0.1459523      0.3384473     66.6148576
      50.000      66.6070689      0.2514374      0.6405939     66.6196408
      60.000      66.6038302      0.4049499      1.0799739     66.6281272
      70.000      66.5987871      0.6132271      1.6611460     66.6417130
      80.000      66.5913679      0.8808115      2.3869514     66.6618328
      90.000      66.5809629      1.2107488      3.2560465     66.6899303
     100.000      66.5669393      1.6047058      4.2618465     66.7274099
     110.000      66.5486542      2.0630157      5.3931284     66.7755859
     120.000      66.5254673      2.5847917      6.6353074     66.8356423
     130.000      66.4967531      3.1681041      7.9718482     66.9086066
     140.000      66.4619093      3.8101949      9.3855783     66.9953366
     150.000      66.4203644      4.5077013     10.8597842     67.0965196
     160.000      66.3715830      5.2568696     12.3790238     67.2126821
     170.000      66.3150680      6.0537438     13.9296398     67.3442045
     180.000      66.2503625      6.8943226     15.4999996     67.4913405
     190.000      66.1770490      7.7746796     17.0805169     67.6542381
     200.000      66.0947489      8.6910505     18.6635182     67.8329590
     210.000      66.0031198      9.6398898     20.2430165     68.0274966
     220.000      65.9018538     10.6179019     21.8144424     68.2377923
     230.000      65.7906747     11.6220540     23.3743696     68.4637471
     240.000      65.6693349     12.6495745     24.9202604     68.7052328
     250.000      65.5376137     13.6979420     26.4502431     68.9620992
     260.000      65.3953142     14.7648682     27.9629284     69.2341800
     270.000      65.2422614     15.8482784     29.4572641     69.5212966
     280.000      65.0783000     16.9462904     30.9324247     69.8232613
     290.000      64.9032926     18.0571939     32.3877324     70.1398789
     300.000      64.7171183     19.1794315     33.8226015     70.4709478
     310.000      64.5196710     20.3115808     35.2365032     70.8162610
     320.000      64.3108581     21.4523384     36.6289450     71.1756063
