        _
  _ __ | |__   ___  _ __   ___   _ __  _   _
 | '_ \| '_ \ / _ \| '_ \ / _ \ | '_ \| | | |
 | |_) | | | | (_) | | | | (_) || |_) | |_| |
 | .__/|_| |_|\___/|_| |_|\___(_) .__/ \__, |
 |_|                            |_|    |___/
                                     1.10.10

Python version 2.7.12
Spglib version 1.9.2
Mesh sampling mode
Settings:
  Sampling mesh: [9 9 4]
  Supercell: [2 2 2]
Spacegroup: Fd-3m (227)
Computing force constants...
Number of irreducible q-points on sampling mesh: 324/324
Calculating thermal properties...
#      T [K]      F [kJ/mol]    S [J/K/mol]  C_v [J/K/mol]     E [kJ/mol]
       0.000      31.7568846      0.0000000      0.0000000     31.7568846
      10.000      31.7568846      0.0000000      0.0000000     31.7568846
      20.000      31.7568846      0.0000092      0.0001096     31.7568848
      30.000      31.7568831      0.0004922      0.0039327     31.7568979
      40.000      31.7568659      0.0036858      0.0225547     31.7570133
      50.000      31.7567896      0.0127983      0.0651923     31.7574295
      60.000      31.7565810      0.0305636      0.1371389     31.7584148
      70.000      31.7561421      0.0592109      0.2434854     31.7602868
      80.000      31.7553535      0.1008284      0.3904328     31.7634198
      90.000      31.7540752      0.1575261      0.5844726     31.7682526
     100.000      31.7521458      0.2313909      0.8311341     31.7752849
     110.000      31.7493837      0.3243633      1.1342527     31.7850636
     120.000      31.7455892      0.4381327      1.4958685     31.7981651
     130.000      31.7405471      0.5740827      1.9164819     31.8151778
     140.000      31.7340300      0.7332798      2.3953911     31.8366891
     150.000      31.7258014      0.9164880      2.9309632     31.8632746
     160.000      31.7156185      1.1241929      3.5208106     31.8954894
     170.000      31.7032351      1.3566270      4.1619000     31.9338617
     180.000      31.6884035      1.6137929      4.8506309     31.9788863
     190.000      31.6708774      1.8954845      5.5829153     32.0310195
     200.000      31.6504134      2.2013072      6.3542698     32.0906748
     210.000      31.6267727      2.5306977      7.1599224     32.1582192
     220.000      31.5997232      2.8829450      7.9949280     32.2339711
     230.000      31.5690404      3.2572111      8.8542842     32.3181990
     240.000      31.5345087      3.6525530      9.7330397     32.4111215
     250.000      31.4959225      4.0679435     10.6263893     32.5129084
     260.000      31.4530867      4.5022920     11.5297531     32.6236826
     270.000      31.4058173      4.9544637     12.4388369     32.7435225
     280.000      31.3539419      5.4232974     13.3496753     32.8724651
     290.000      31.2972997      5.9076209     14.2586582     33.0105098
     300.000      31.2357417      6.4062652     15.1625444     33.1576213
     310.000      31.1691305      6.9180760     16.0584618     33.3137340
     320.000      31.0973401      7.4419233     16.9439001     33.4787555
     330.000      31.0202556      7.9767100     17.8166953     33.6525699
     340.000      30.9377729      8.5213771     18.6750100     33.8350411
     350.000      30.8497985      9.0749090     19.5173100     34.0260167
     360.000      30.7562484      9.6363370     20.3423395     34.2253297
     370.000      30.6570485     10.2047405     21.1490948     34.4328025
