        _
  _ __ | |__   ___  _ __   ___   _ __  _   _
 | '_ \| '_ \ / _ \| '_ \ / _ \ | '_ \| | | |
 | |_) | | | | (_) | | | | (_) || |_) | |_| |
 | .__/|_| |_|\___/|_| |_|\___(_) .__/ \__, |
 |_|                            |_|    |___/
                                     1.10.10

Python version 2.7.12
Spglib version 1.9.2
Mesh sampling mode
Settings:
  Sampling mesh: [9 9 4]
  Supercell: [2 2 2]
Spacegroup: Cmcm (63)
Computing force constants...
Number of irreducible q-points on sampling mesh: 50/324
Calculating thermal properties...
#      T [K]      F [kJ/mol]    S [J/K/mol]  C_v [J/K/mol]     E [kJ/mol]
       0.000      65.8015102      0.0000000      0.0000000     65.8015102
      10.000      65.8014952      0.0078048      0.0270926     65.8015732
      20.000      65.8012317      0.0489107      0.1045892     65.8022099
      30.000      65.8004430      0.1130353      0.2332077     65.8038341
      40.000      65.7988659      0.2087394      0.4630189     65.8072155
      50.000      65.7961230      0.3478175      0.8179672     65.8135139
      60.000      65.7917398      0.5376992      1.3011085     65.8240018
      70.000      65.7851853      0.7826706      1.9151346     65.8399722
      80.000      65.7758926      1.0857533      2.6635570     65.8627529
      90.000      65.7632691      1.4491454      3.5464380     65.8936922
     100.000      65.7467044      1.8740887      4.5586507     65.9341133
     110.000      65.7255815      2.3607480      5.6903157     65.9852637
     120.000      65.6992867      2.9082234      6.9280637     66.0482735
     130.000      65.6672203      3.5146685      8.2564597     66.1241273
     140.000      65.6288054      4.1774678      9.6593320     66.2136509
     150.000      65.5834937      4.8934375     11.1208801     66.3175093
     160.000      65.5307712      5.6590247     12.6264939     66.4362152
     170.000      65.4701603      6.4704856     14.1632661     66.5701429
     180.000      65.4012212      7.3240352     15.7202265     66.7195476
     190.000      65.3235517      8.2159617     17.2883554     66.8845844
     200.000      65.2367859      9.1427087     18.8604428     67.0653277
     210.000      65.1405926     10.1009282     20.4308579     67.2617876
     220.000      65.0346729     11.0875086     21.9952804     67.4739247
     230.000      64.9187575     12.0995855     23.5504309     67.7016622
     240.000      64.7926049     13.1345383     25.0938258     67.9448941
     250.000      64.6559985     14.1899786     26.6235662     68.2034931
     260.000      64.5087443     15.2637332     28.1381682     68.4773149
     270.000      64.3506694     16.3538246     29.6364318     68.7662020
     280.000      64.1816194     17.4584512     31.1173447     69.0699857
     290.000      64.0014574     18.5759679     32.5800153     69.3884881
     300.000      63.8100621     19.7048680     34.0236295     69.7215225
     310.000      63.6073267     20.8437674     35.4474246     70.0688946
     320.000      63.3931577     21.9913901     36.8506765     70.4304025
     330.000      63.1674738     23.1465563     38.2326956     70.8058374
     340.000      62.9302051     24.3081718     39.5928281     71.1949835
     350.000      62.6812922     25.4752191     40.9304607     71.5976189
     360.000      62.4206858     26.6467501     42.2450267     72.0135158
     370.000      62.1483453     27.8218800     43.5360119     72.4424408
     380.000      61.8642389     28.9997815     44.8029604     72.8841559
     390.000      61.5683430     30.1796811     46.0454787     73.3384186
     400.000      61.2606411     31.3608547     47.2632396     73.8049829
     410.000      60.9411239     32.5426247     48.4559830     74.2836000
     420.000      60.6097887     33.7243568     49.6235173     74.7740186
     430.000      60.2666389     34.9054582     50.7657182     75.2759859
     440.000      59.9116835     36.0853745     51.8825270     75.7892483
     450.000      59.5449371     37.2635883     52.9739482     76.3135518
     460.000      59.1664190     38.4396170     54.0400464     76.8486428
     470.000      58.7761535     39.6130111     55.0809421     77.3942687
     480.000      58.3741690     40.7833526     56.0968079     77.9501782
     490.000      57.9604979     41.9502536     57.0878643     78.5161222
     500.000      57.5351766     43.1133543     58.0543750     79.0918537
     510.000      57.0982446     44.2723221     58.9966429     79.6771289
     520.000      56.6497449     45.4268499     59.9150050     80.2717069
     530.000      56.1897234     46.5766550     60.8098292     80.8753505
     540.000      55.7182284     47.7214775     61.6815094     81.4878263
     550.000      55.2353112     48.8610795     62.5304621     82.1089049
     560.000      54.7410250     49.9952433     63.3571225     82.7383612
     570.000      54.2354251     51.1237709     64.1619416     83.3759746
     580.000      53.7185689     52.2464825     64.9453826     84.0215288
     590.000      53.1905154     53.3632155     65.7079184     84.6748125
     600.000      52.6513251     54.4738234     66.4500288     85.3356191
     610.000      52.1010598     55.5781751     67.1721983     86.0037466
     620.000      51.5397828     56.6761539     67.8749137     86.6789982
     630.000      50.9675583     57.7676562     68.5586625     87.3611817
     640.000      50.3844516     58.8525911     69.2239312     88.0501099
     650.000      49.7905286     59.9308795     69.8712037     88.7456003
     660.000      49.1858564     61.0024533     70.5009596     89.4474755
     670.000      48.5705022     62.0672546     71.1136740     90.1555627
     680.000      47.9445340     63.1252350     71.7098155     90.8696938
     690.000      47.3080203     64.1763551     72.2898460     91.5897053
     700.000      46.6610299     65.2205838     72.8542197     92.3154385
     710.000      46.0036317     66.2578976     73.4033827     93.0467390
     720.000      45.3358950     67.2882804     73.9377721     93.7834569
     730.000      44.6578892     68.3117225     74.4578162     94.5254466
     740.000      43.9696837     69.3282204     74.9639335     95.2725668
