        _                                    
  _ __ | |__   ___  _ __   ___   _ __  _   _ 
 | '_ \| '_ \ / _ \| '_ \ / _ \ | '_ \| | | |
 | |_) | | | | (_) | | | | (_) || |_) | |_| |
 | .__/|_| |_|\___/|_| |_|\___(_) .__/ \__, |
 |_|                            |_|    |___/
                                      1.10.0

Python version 2.7.11
Mesh sampling mode
Settings:
  Sampling mesh: [9 9 4]
  Supercell: [2 2 2]
Spacegroup: Cmcm (63)
Computing force constants...
Number of irreducible q-points on sampling mesh: 50/324
Calculating thermal properties...
#      T [K]      F [kJ/mol]    S [J/K/mol]  C_v [J/K/mol]     E [kJ/mol]
       0.000      17.5375936      0.0000000      0.0000000     17.5375936
      10.000      17.5374002      0.0625307      0.1204457     17.5380255
      20.000      17.5359880      0.2410291      0.4958039     17.5408086
      30.000      17.5320361      0.5815830      1.3183087     17.5494835
      40.000      17.5236994      1.1164358      2.4915451     17.5683568
      50.000      17.5091798      1.8093120      3.7701964     17.5996454
      60.000      17.4871562      2.6099476      5.0504356     17.6437531
      70.000      17.4567343      3.4851643      6.3442822     17.7006958
      80.000      17.4172556      4.4199397      7.7013695     17.7708508
      90.000      17.3681508      5.4102819      9.1634781     17.8550761
     100.000      17.3088631      6.4566977     10.7485337     17.9545329
     110.000      17.2388266      7.5601234     12.4510491     18.0704402
     120.000      17.1574722      8.7200103     14.2491635     18.2038734
     130.000      17.0642465      9.9338066     16.1125898     18.3556413
     140.000      16.9586307     11.1971723     18.0089703     18.5262348
     150.000      16.8401565     12.5044848     19.9080348     18.7158292
     160.000      16.7084157     13.8493856     21.7838307     18.9243174
     170.000      16.5630655     15.2252518     23.6155649     19.1513584
     180.000      16.4038292     16.6255547     25.3875749     19.3964291
     190.000      16.2304937     18.0441046     27.0888268     19.6588736
     200.000      16.0429054     19.4752016     28.7122093     19.9379457
     210.000      15.8409650     20.9137133     30.2537872     20.2328448
     220.000      15.6246216     22.3551004     31.7121021     20.5427437
     230.000      15.3938666     23.7954080     33.0875641     20.8668105
     240.000      15.1487284     25.2312340     34.3819435     21.2042246
     250.000      14.8892666     26.6596860     35.5979629     21.5541881
     260.000      14.6155674     28.0783321     36.7389756     21.9159338
     270.000      14.3277394     29.4851504     37.8087202     22.2887300
     280.000      14.0259094     30.8784797     38.8111348     22.6718837
     290.000      13.7102193     32.2569735     39.7502210     23.0647416
     300.000      13.3808230     33.6195577     40.6299460     23.4666903
     310.000      13.0378840     34.9653922     41.4541740     23.8771556
     320.000      12.6815732     36.2938377     42.2266202     24.2956012
     330.000      12.3120668     37.6044254     42.9508218     24.7215272
     340.000      11.9295453     38.8968315     43.6301215     25.1544680
     350.000      11.5341915     40.1708542     44.2676598     25.5939904
     360.000      11.1261898     41.4263944     44.8663744     26.0396918
     370.000      10.7057252     42.6634390     45.4290034     26.4911977
     380.000      10.2729825     43.8820463     45.9580925     26.9481601
     390.000       9.8281454     45.0823339     46.4560034     27.4102556
     400.000       9.3713963     46.2644680     46.9249238     27.8771835
     410.000       8.9029158     47.4286546     47.3668779     28.3486642
     420.000       8.4228823     48.5751314     47.7837373     28.8244375
     430.000       7.9314714     49.7041621     48.1772316     29.3042611
     440.000       7.4288562     50.8160303     48.5489584     29.7879095
     450.000       6.9152070     51.9110348     48.9003936     30.2751726
     460.000       6.3906907     52.9894861     49.2329004     30.7658543
     470.000       5.8554714     54.0517029     49.5477384     31.2597718
     480.000       5.3097097     55.0980092     49.8460716     31.7567541
     490.000       4.7535631     56.1287319     50.1289764     32.2566418
     500.000       4.1871859     57.1441992     50.3974480     32.7592855
     510.000       3.6107289     58.1447388     50.6524077     33.2645457
     520.000       3.0243398     59.1306763     50.8947081     33.7722915
     530.000       2.4281630     60.1023346     51.1251396     34.2824003
     540.000       1.8223396     61.0600324     51.3444346     34.7947572
     550.000       1.2070078     62.0040842     51.5532725     35.3092541
     560.000       0.5823024     62.9347990     51.7522841     35.8257899
     570.000      -0.0516447     63.8524803     51.9420552     36.3442690
     580.000      -0.6947047     64.7574254     52.1231305     36.8646020
     590.000      -1.3467517     65.6499256     52.2960164     37.3867043
     600.000      -2.0076627     66.5302655     52.4611845     37.9104966
     610.000      -2.6773175     67.3987233     52.6190742     38.4359038
     620.000      -3.3555985     68.2555704     52.7700949     38.9628552
     630.000      -4.0423910     69.1010716     52.9146286     39.4912841
     640.000      -4.7375830     69.9354848     53.0530320     40.0211273
     650.000      -5.4410646     70.7590615     53.1856381     40.5523254
     660.000      -6.1527289     71.5720465     53.3127585     41.0848218
     670.000      -6.8724710     72.3746780     53.4346846     41.6185632
     680.000      -7.6001887     73.1671879     53.5516891     42.1534991
     690.000      -8.3357818     73.9498018     53.6640277     42.6895815
     700.000      -9.0791525     74.7227391     53.7719398     43.2267649
     710.000      -9.8302050     75.4862131     53.8756503     43.7650063
     720.000     -10.5888459     76.2404312     53.9753702     44.3042646
     730.000     -11.3549835     76.9855952     54.0712976     44.8445010
     740.000     -12.1285283     77.7219011     54.1636190     45.3856785
     750.000     -12.9093926     78.4495394     54.2525094     45.9277620
     760.000     -13.6974908     79.1686956     54.3381338     46.4707178
     770.000     -14.4927389     79.8795495     54.4206477     47.0145143
     780.000     -15.2950547     80.5822764     54.5001972     47.5591209
     790.000     -16.1043579     81.2770464     54.5769204     48.1045088
     800.000     -16.9205696     81.9640250     54.6509476     48.6506503
     810.000     -17.7436129     82.6433730     54.7224017     49.1975192
     820.000     -18.5734122     83.3152468     54.7913987     49.7450902
     830.000     -19.4098935     83.9797985     54.8580485     50.2933393
     840.000     -20.2529842     84.6371761     54.9224547     50.8422437
     850.000     -21.1026135     85.2875233     54.9847156     51.3917813
     860.000     -21.9587117     85.9309801     55.0449242     51.9419311
     870.000     -22.8212106     86.5676826     55.1031684     52.4926732
     880.000     -23.6900433     87.1977631     55.1595317     53.0439882
     890.000     -24.5651443     87.8213507     55.2140932     53.5958578
     900.000     -25.4464491     88.4385705     55.2669280     54.1482643
     910.000     -26.3338948     89.0495447     55.3181073     54.7011909
     920.000     -27.2274196     89.6543922     55.3676987     55.2546212
     930.000     -28.1269627     90.2532284     55.4157666     55.8085398
     940.000     -29.0324645     90.8461661     55.4623720     56.3629317
     950.000     -29.9438667     91.4333149     55.5075729     56.9177825
     960.000     -30.8611119     92.0147817     55.5514248     57.4730786
     970.000     -31.7841437     92.5906705     55.5939800     58.0288067
     980.000     -32.7129070     93.1610827     55.6352889     58.5849541
     990.000     -33.6473474     93.7261171     55.6753990     59.1415085
    1000.000     -34.5874117     94.2858699     55.7143559     59.6984582
                 _ 
   ___ _ __   __| |
  / _ \ '_ \ / _` |
 |  __/ | | | (_| |
  \___|_| |_|\__,_|

